RepaymentID,LoanID,CustomerID,AccountID,BranchID,DateKey,ScheduledPaymentDate,ActualPaymentDate,ExpectedAmount,AmountPaid,PaymentStatus,PaymentBehaviour,ConsecutiveMissedPayments,DaysPastDue,OutstandingPrincipal
223,39,100000595,930,132,20250323,2025-03-23,2025-03-23,829955.3,829955.3,Paid,Good Payer,0,0,16431049.209999993
224,39,100000595,930,132,20250423,2025-04-23,2025-04-23,829955.3,829955.3,Paid,Good Payer,0,0,15601093.909999993
225,39,100000595,930,132,20250523,2025-05-23,2025-05-23,829955.3,829955.3,Paid,Good Payer,0,0,14771138.609999992
226,39,100000595,930,132,20250623,2025-06-23,2025-06-23,829955.3,829955.3,Paid,Good Payer,0,0,13941183.309999991
227,39,100000595,930,132,20250723,2025-07-23,2025-07-23,829955.3,829955.3,Paid,Good Payer,0,0,13111228.00999999
228,39,100000595,930,132,20250823,2025-08-23,2025-08-23,829955.3,829955.3,Paid,Good Payer,0,0,12281272.70999999
229,39,100000595,930,132,20250923,2025-09-23,2025-09-23,829955.3,829955.3,Paid,Good Payer,0,0,11451317.409999989
230,39,100000595,930,132,20251023,2025-10-23,2025-10-23,829955.3,829955.3,Paid,Good Payer,0,0,10621362.109999988
231,39,100000595,930,132,20251123,2025-11-23,2025-11-23,829955.3,829955.3,Paid,Good Payer,0,0,9791406.809999987
232,39,100000595,930,132,20251223,2025-12-23,2025-12-23,829955.3,829955.3,Paid,Good Payer,0,0,8961451.509999987
233,39,100000595,930,132,20260123,2026-01-23,2026-01-23,829955.3,829955.3,Paid,Good Payer,0,0,8131496.209999987
234,39,100000595,930,132,20260223,2026-02-23,2026-02-23,829955.3,829955.3,Paid,Good Payer,0,0,7301540.909999987
235,39,100000595,930,132,20260323,2026-03-23,2026-03-23,829955.3,829955.3,Paid,Good Payer,0,0,6471585.609999987
236,39,100000595,930,132,20260423,2026-04-23,2026-04-23,829955.3,829955.3,Paid,Good Payer,0,0,5641630.3099999875
237,39,100000595,930,132,20260523,2026-05-23,2026-05-23,829955.3,829955.3,Paid,Good Payer,0,0,4811675.009999988
238,39,100000595,930,132,20260623,2026-06-23,2026-06-23,829955.3,829955.3,Paid,Good Payer,0,0,3981719.709999988
239,41,100000615,962,127,20260107,2026-01-07,2026-01-07,155999.25,155999.25,Paid,Good Payer,0,0,327530.34
240,41,100000615,962,127,20260207,2026-02-07,2026-02-07,155999.25,155999.25,Paid,Good Payer,0,0,171531.09000000003
241,41,100000615,962,127,20260307,2026-03-07,2026-03-07,155999.25,155999.25,Paid,Good Payer,0,0,15531.840000000026
242,41,100000615,962,127,20260407,2026-04-07,2026-04-07,155999.25,15531.840000000026,Paid,Good Payer,0,0,0.0
243,42,100000645,1004,12,20231020,2023-10-20,2023-10-20,385937.58,385937.58,Paid,Good Payer,0,0,3908553.8
244,42,100000645,1004,12,20231120,2023-11-20,2023-11-20,385937.58,385937.58,Paid,Good Payer,0,0,3522616.2199999997
245,42,100000645,1004,12,20231220,2023-12-20,2023-12-20,385937.58,385937.58,Paid,Good Payer,0,0,3136678.6399999997
246,42,100000645,1004,12,20240120,2024-01-20,2024-01-20,385937.58,385937.58,Paid,Good Payer,0,0,2750741.0599999996
247,42,100000645,1004,12,20240220,2024-02-20,2024-02-20,385937.58,385937.58,Paid,Good Payer,0,0,2364803.4799999995
248,42,100000645,1004,12,20240320,2024-03-20,2024-03-20,385937.58,385937.58,Paid,Good Payer,0,0,1978865.8999999994
249,42,100000645,1004,12,20240420,2024-04-20,2024-04-20,385937.58,385937.58,Paid,Good Payer,0,0,1592928.3199999994
250,42,100000645,1004,12,20240520,2024-05-20,2024-05-20,385937.58,385937.58,Paid,Good Payer,0,0,1206990.7399999993
251,42,100000645,1004,12,20240620,2024-06-20,2024-06-20,385937.58,385937.58,Paid,Good Payer,0,0,821053.1599999992
252,42,100000645,1004,12,20240720,2024-07-20,2024-07-20,385937.58,385937.58,Paid,Good Payer,0,0,435115.5799999992
253,42,100000645,1004,12,20240820,2024-08-20,2024-08-20,385937.58,385937.58,Paid,Good Payer,0,0,49177.999999999185
254,42,100000645,1004,12,20240920,2024-09-20,2024-09-20,385937.58,49177.999999999185,Paid,Good Payer,0,0,0.0
255,43,100000646,1007,131,20230818,2023-08-18,2023-08-18,166597.36,166597.36,Paid,Average Payer,0,0,5325416.04
256,43,100000646,1007,131,20230918,2023-09-18,2023-09-18,166597.36,166597.36,Paid,Average Payer,0,0,5158818.68
257,43,100000646,1007,131,20231018,2023-10-18,2023-10-18,166597.36,166597.36,Paid,Average Payer,0,0,4992221.319999999
258,43,100000646,1007,131,20231118,2023-11-18,2023-12-01,166597.36,166597.36,Late,Average Payer,0,13,4825623.959999999
259,43,100000646,1007,131,20231218,2023-12-18,2023-12-22,166597.36,166597.36,Late,Average Payer,0,4,4659026.599999999
260,43,100000646,1007,131,20240118,2024-01-18,2024-01-18,166597.36,166597.36,Paid,Average Payer,0,0,4492429.239999998
261,43,100000646,1007,131,20240218,2024-02-18,2024-02-18,166597.36,166597.36,Paid,Average Payer,0,0,4325831.879999998
262,43,100000646,1007,131,20240318,2024-03-18,,166597.36,0.0,Missed,Average Payer,1,60,4325831.879999998
263,43,100000646,1007,131,20240418,2024-04-18,2024-04-18,166597.36,166597.36,Paid,Average Payer,0,0,4159234.519999998
264,43,100000646,1007,131,20240518,2024-05-18,2024-05-18,166597.36,99353.26,Partial,Average Payer,0,0,4059881.2599999984
265,43,100000646,1007,131,20240618,2024-06-18,2024-06-18,166597.36,166597.36,Paid,Average Payer,0,0,3893283.8999999985
266,43,100000646,1007,131,20240718,2024-07-18,2024-07-18,166597.36,166597.36,Paid,Average Payer,0,0,3726686.5399999986
267,43,100000646,1007,131,20240818,2024-08-18,2024-08-21,166597.36,166597.36,Late,Average Payer,0,3,3560089.179999999
268,43,100000646,1007,131,20240918,2024-09-18,2024-09-18,166597.36,141438.54,Partial,Average Payer,0,0,3418650.6399999987
269,43,100000646,1007,131,20241018,2024-10-18,2024-10-18,166597.36,166597.36,Paid,Average Payer,0,0,3252053.279999999
270,43,100000646,1007,131,20241118,2024-11-18,2024-12-03,166597.36,166597.36,Late,Average Payer,0,15,3085455.919999999
271,43,100000646,1007,131,20241218,2024-12-18,2024-12-30,166597.36,166597.36,Late,Average Payer,0,12,2918858.559999999
272,43,100000646,1007,131,20250118,2025-01-18,2025-01-18,166597.36,166597.36,Paid,Average Payer,0,0,2752261.1999999993
273,43,100000646,1007,131,20250218,2025-02-18,2025-02-18,166597.36,166597.36,Paid,Average Payer,0,0,2585663.8399999994
274,43,100000646,1007,131,20250318,2025-03-18,2025-03-18,166597.36,166597.36,Paid,Average Payer,0,0,2419066.4799999995
275,43,100000646,1007,131,20250418,2025-04-18,2025-04-18,166597.36,166597.36,Paid,Average Payer,0,0,2252469.1199999996
276,43,100000646,1007,131,20250518,2025-05-18,2025-05-25,166597.36,166597.36,Late,Average Payer,0,7,2085871.7599999998
277,43,100000646,1007,131,20250618,2025-06-18,2025-06-18,166597.36,166597.36,Paid,Average Payer,0,0,1919274.4
278,43,100000646,1007,131,20250718,2025-07-18,2025-07-18,166597.36,166597.36,Paid,Average Payer,0,0,1752677.04
279,43,100000646,1007,131,20250818,2025-08-18,2025-08-18,166597.36,166597.36,Paid,Average Payer,0,0,1586079.6800000002
280,43,100000646,1007,131,20250918,2025-09-18,2025-09-18,166597.36,166597.36,Paid,Average Payer,0,0,1419482.3200000003
281,43,100000646,1007,131,20251018,2025-10-18,2025-10-18,166597.36,166597.36,Paid,Average Payer,0,0,1252884.9600000004
282,43,100000646,1007,131,20251118,2025-11-18,2025-11-18,166597.36,166597.36,Paid,Average Payer,0,0,1086287.6000000006
283,43,100000646,1007,131,20251218,2025-12-18,2025-12-18,166597.36,166597.36,Paid,Average Payer,0,0,919690.2400000006
284,43,100000646,1007,131,20260118,2026-01-18,2026-01-25,166597.36,166597.36,Late,Average Payer,0,7,753092.8800000006
285,43,100000646,1007,131,20260218,2026-02-18,2026-03-05,166597.36,166597.36,Late,Average Payer,0,15,586495.5200000006
286,43,100000646,1007,131,20260318,2026-03-18,2026-03-18,166597.36,166597.36,Paid,Average Payer,0,0,419898.1600000006
287,43,100000646,1007,131,20260418,2026-04-18,2026-04-18,166597.36,166597.36,Paid,High Risk,0,0,253300.80000000063
288,43,100000646,1007,131,20260518,2026-05-18,2026-05-18,166597.36,166597.36,Paid,High Risk,0,0,86703.44000000064
289,43,100000646,1007,131,20260618,2026-06-18,2026-06-20,166597.36,86703.44000000064,Late,High Risk,0,2,0.0
290,45,100000671,1048,18,20250510,2025-05-10,2025-05-10,30665.15,30665.15,Paid,Good Payer,0,0,1063873.1300000001
291,45,100000671,1048,18,20250610,2025-06-10,2025-06-10,30665.15,30665.15,Paid,Good Payer,0,0,1033207.9800000001
292,45,100000671,1048,18,20250710,2025-07-10,2025-07-10,30665.15,30665.15,Paid,Good Payer,0,0,1002542.8300000001
293,45,100000671,1048,18,20250810,2025-08-10,2025-08-10,30665.15,30665.15,Paid,Good Payer,0,0,971877.68
294,45,100000671,1048,18,20250910,2025-09-10,2025-09-10,30665.15,30665.15,Paid,Good Payer,0,0,941212.53
295,45,100000671,1048,18,20251010,2025-10-10,2025-10-10,30665.15,30665.15,Paid,Good Payer,0,0,910547.38
296,45,100000671,1048,18,20251110,2025-11-10,2025-11-10,30665.15,30665.15,Paid,Good Payer,0,0,879882.23
297,45,100000671,1048,18,20251210,2025-12-10,2025-12-10,30665.15,30665.15,Paid,Good Payer,0,0,849217.08
298,45,100000671,1048,18,20260110,2026-01-10,2026-01-10,30665.15,30665.15,Paid,Good Payer,0,0,818551.9299999999
299,45,100000671,1048,18,20260210,2026-02-10,2026-02-18,30665.15,30665.15,Late,Good Payer,0,8,787886.7799999999
300,45,100000671,1048,18,20260310,2026-03-10,2026-03-10,30665.15,30665.15,Paid,Good Payer,0,0,757221.6299999999
301,45,100000671,1048,18,20260410,2026-04-10,2026-04-10,30665.15,30665.15,Paid,Good Payer,0,0,726556.4799999999
302,45,100000671,1048,18,20260510,2026-05-10,2026-05-13,30665.15,30665.15,Late,Good Payer,0,3,695891.3299999998
303,45,100000671,1048,18,20260610,2026-06-10,2026-06-10,30665.15,30665.15,Paid,Good Payer,0,0,665226.1799999998
304,47,100000694,1078,26,20260314,2026-03-14,2026-03-14,397851.15,397851.15,Paid,Good Payer,0,0,9906608.719999999
305,47,100000694,1078,26,20260414,2026-04-14,2026-04-14,397851.15,397851.15,Paid,Good Payer,0,0,9508757.569999998
306,47,100000694,1078,26,20260514,2026-05-14,2026-05-14,397851.15,397851.15,Paid,Good Payer,0,0,9110906.419999998
307,47,100000694,1078,26,20260614,2026-06-14,2026-06-14,397851.15,397851.15,Paid,Good Payer,0,0,8713055.269999998
308,49,100000708,1098,115,20260623,2026-06-23,2026-06-23,1231715.91,1231715.91,Paid,Good Payer,0,0,12964071.64
309,54,100000766,1193,71,20260623,2026-06-23,2026-06-23,406878.36,406878.36,Paid,Average Payer,0,0,4616032.55
310,56,100000782,1222,66,20250208,2025-02-08,2025-02-08,248015.73,248015.73,Paid,Good Payer,0,0,4085252.0100000002
311,56,100000782,1222,66,20250308,2025-03-08,2025-03-08,248015.73,248015.73,Paid,Good Payer,0,0,3837236.2800000003
312,56,100000782,1222,66,20250408,2025-04-08,2025-04-08,248015.73,248015.73,Paid,Good Payer,0,0,3589220.5500000003
313,56,100000782,1222,66,20250508,2025-05-08,2025-05-08,248015.73,248015.73,Paid,Good Payer,0,0,3341204.8200000003
314,56,100000782,1222,66,20250608,2025-06-08,2025-06-08,248015.73,248015.73,Paid,Good Payer,0,0,3093189.0900000003
315,56,100000782,1222,66,20250708,2025-07-08,2025-07-08,248015.73,248015.73,Paid,Good Payer,0,0,2845173.3600000003
316,56,100000782,1222,66,20250808,2025-08-08,2025-08-08,248015.73,248015.73,Paid,Good Payer,0,0,2597157.6300000004
317,56,100000782,1222,66,20250908,2025-09-08,2025-09-08,248015.73,248015.73,Paid,Good Payer,0,0,2349141.9000000004
318,56,100000782,1222,66,20251008,2025-10-08,2025-10-08,248015.73,248015.73,Paid,Good Payer,0,0,2101126.1700000004
319,56,100000782,1222,66,20251108,2025-11-08,2025-11-08,248015.73,248015.73,Paid,Good Payer,0,0,1853110.4400000004
320,56,100000782,1222,66,20251208,2025-12-08,2025-12-08,248015.73,248015.73,Paid,Good Payer,0,0,1605094.7100000004
321,56,100000782,1222,66,20260108,2026-01-08,2026-01-08,248015.73,248015.73,Paid,Good Payer,0,0,1357078.9800000004
322,56,100000782,1222,66,20260208,2026-02-08,2026-02-08,248015.73,248015.73,Paid,Good Payer,0,0,1109063.2500000005
323,56,100000782,1222,66,20260308,2026-03-08,2026-03-08,248015.73,248015.73,Paid,Good Payer,0,0,861047.5200000005
324,56,100000782,1222,66,20260408,2026-04-08,2026-04-08,248015.73,248015.73,Paid,Good Payer,0,0,613031.7900000005
325,56,100000782,1222,66,20260508,2026-05-08,2026-05-08,248015.73,248015.73,Paid,Good Payer,0,0,365016.0600000005
326,56,100000782,1222,66,20260608,2026-06-08,2026-06-08,248015.73,248015.73,Paid,Good Payer,0,0,117000.33000000051
327,57,100000787,1229,74,20250622,2025-06-22,2025-06-22,1971630.52,1971630.52,Paid,Good Payer,0,0,40294921.01
328,57,100000787,1229,74,20250722,2025-07-22,2025-07-22,1971630.52,1971630.52,Paid,Good Payer,0,0,38323290.489999995
329,57,100000787,1229,74,20250822,2025-08-22,2025-08-22,1971630.52,1971630.52,Paid,Good Payer,0,0,36351659.96999999
330,57,100000787,1229,74,20250922,2025-09-22,2025-09-22,1971630.52,1320517.86,Partial,Good Payer,0,0,35031142.10999999
331,57,100000787,1229,74,20251022,2025-10-22,2025-10-22,1971630.52,1971630.52,Paid,Good Payer,0,0,33059511.589999992
332,57,100000787,1229,74,20251122,2025-11-22,2025-11-22,1971630.52,1971630.52,Paid,Good Payer,0,0,31087881.069999993
333,57,100000787,1229,74,20251222,2025-12-22,2025-12-22,1971630.52,1971630.52,Paid,Good Payer,0,0,29116250.549999993
334,57,100000787,1229,74,20260122,2026-01-22,2026-01-22,1971630.52,1971630.52,Paid,Good Payer,0,0,27144620.029999994
335,57,100000787,1229,74,20260222,2026-02-22,2026-02-22,1971630.52,1971630.52,Paid,Good Payer,0,0,25172989.509999994
336,57,100000787,1229,74,20260322,2026-03-22,2026-03-22,1971630.52,1971630.52,Paid,Good Payer,0,0,23201358.989999995
337,57,100000787,1229,74,20260422,2026-04-22,2026-04-22,1971630.52,1971630.52,Paid,Average Payer,0,0,21229728.469999995
338,57,100000787,1229,74,20260522,2026-05-22,2026-05-22,1971630.52,1971630.52,Paid,High Risk,0,0,19258097.949999996
339,57,100000787,1229,74,20260622,2026-06-22,2026-06-22,1971630.52,1098681.37,Partial,High Risk,0,0,18159416.579999994
340,58,100000789,1231,54,20260607,2026-06-07,2026-06-07,62997275.92,62997275.92,Paid,Good Payer,0,0,386288599.93
341,59,100000796,1240,127,20260623,2026-06-23,2026-06-23,87568.11,87568.11,Paid,Average Payer,0,0,2551875.23
342,65,100000956,1486,43,20250810,2025-08-10,2025-08-10,377573.06,377573.06,Paid,Good Payer,0,0,8906816.08
343,65,100000956,1486,43,20250910,2025-09-10,2025-09-10,377573.06,377573.06,Paid,Good Payer,0,0,8529243.02
344,65,100000956,1486,43,20251010,2025-10-10,2025-10-10,377573.06,377573.06,Paid,Good Payer,0,0,8151669.96
345,65,100000956,1486,43,20251110,2025-11-10,2025-11-10,377573.06,377573.06,Paid,Good Payer,0,0,7774096.9
346,65,100000956,1486,43,20251210,2025-12-10,2025-12-10,377573.06,377573.06,Paid,Good Payer,0,0,7396523.840000001
347,65,100000956,1486,43,20260110,2026-01-10,2026-01-10,377573.06,377573.06,Paid,Good Payer,0,0,7018950.780000001
348,65,100000956,1486,43,20260210,2026-02-10,2026-02-10,377573.06,377573.06,Paid,Good Payer,0,0,6641377.720000002
349,65,100000956,1486,43,20260310,2026-03-10,2026-03-14,377573.06,377573.06,Late,Good Payer,0,4,6263804.660000002
350,65,100000956,1486,43,20260410,2026-04-10,2026-04-10,377573.06,377573.06,Paid,Good Payer,0,0,5886231.600000002
351,65,100000956,1486,43,20260510,2026-05-10,2026-05-10,377573.06,377573.06,Paid,Good Payer,0,0,5508658.540000003
352,65,100000956,1486,43,20260610,2026-06-10,2026-06-10,377573.06,377573.06,Paid,Good Payer,0,0,5131085.480000003
353,66,100000959,1492,17,20250120,2025-01-20,,1420749.14,0.0,Missed,Good Payer,1,52,29880944.88
354,66,100000959,1492,17,20250220,2025-02-20,2025-02-20,1420749.14,1420749.14,Paid,Good Payer,0,0,28460195.74
355,66,100000959,1492,17,20250320,2025-03-20,2025-03-20,1420749.14,1420749.14,Paid,Good Payer,0,0,27039446.599999998
356,66,100000959,1492,17,20250420,2025-04-20,2025-04-20,1420749.14,1420749.14,Paid,Good Payer,0,0,25618697.459999997
357,66,100000959,1492,17,20250520,2025-05-20,2025-05-20,1420749.14,1420749.14,Paid,Good Payer,0,0,24197948.319999997
358,66,100000959,1492,17,20250620,2025-06-20,2025-06-20,1420749.14,1420749.14,Paid,Good Payer,0,0,22777199.179999996
359,66,100000959,1492,17,20250720,2025-07-20,2025-07-20,1420749.14,1420749.14,Paid,Good Payer,0,0,21356450.039999995
360,66,100000959,1492,17,20250820,2025-08-20,2025-08-20,1420749.14,1420749.14,Paid,Good Payer,0,0,19935700.899999995
361,66,100000959,1492,17,20250920,2025-09-20,2025-09-20,1420749.14,1420749.14,Paid,Good Payer,0,0,18514951.759999994
362,66,100000959,1492,17,20251020,2025-10-20,2025-10-20,1420749.14,1420749.14,Paid,Good Payer,0,0,17094202.619999994
363,66,100000959,1492,17,20251120,2025-11-20,2025-11-20,1420749.14,1420749.14,Paid,Good Payer,0,0,15673453.479999993
364,66,100000959,1492,17,20251220,2025-12-20,2025-12-20,1420749.14,1420749.14,Paid,Good Payer,0,0,14252704.339999992
365,66,100000959,1492,17,20260120,2026-01-20,2026-01-20,1420749.14,1420749.14,Paid,Good Payer,0,0,12831955.199999992
366,66,100000959,1492,17,20260220,2026-02-20,2026-02-20,1420749.14,1420749.14,Paid,Good Payer,0,0,11411206.059999991
367,66,100000959,1492,17,20260320,2026-03-20,2026-03-20,1420749.14,1420749.14,Paid,Good Payer,0,0,9990456.91999999
368,66,100000959,1492,17,20260420,2026-04-20,2026-04-20,1420749.14,1420749.14,Paid,Good Payer,0,0,8569707.77999999
369,66,100000959,1492,17,20260520,2026-05-20,2026-05-20,1420749.14,1420749.14,Paid,Good Payer,0,0,7148958.63999999
370,66,100000959,1492,17,20260620,2026-06-20,2026-06-20,1420749.14,1420749.14,Paid,Good Payer,0,0,5728209.499999991
371,68,100000977,1524,76,20241116,2024-11-16,2024-11-16,102011.35,102011.35,Paid,Good Payer,0,0,14285396.19
372,68,100000977,1524,76,20241216,2024-12-16,2024-12-16,102011.35,102011.35,Paid,Good Payer,0,0,14183384.84
373,68,100000977,1524,76,20250116,2025-01-16,2025-01-16,102011.35,102011.35,Paid,Good Payer,0,0,14081373.49
374,68,100000977,1524,76,20250216,2025-02-16,2025-02-16,102011.35,102011.35,Paid,Good Payer,0,0,13979362.14
375,68,100000977,1524,76,20250316,2025-03-16,2025-03-16,102011.35,102011.35,Paid,Good Payer,0,0,13877350.790000001
376,68,100000977,1524,76,20250416,2025-04-16,2025-04-16,102011.35,102011.35,Paid,Good Payer,0,0,13775339.440000001
377,68,100000977,1524,76,20250516,2025-05-16,2025-05-16,102011.35,102011.35,Paid,Good Payer,0,0,13673328.090000002
378,68,100000977,1524,76,20250616,2025-06-16,2025-06-16,102011.35,102011.35,Paid,Good Payer,0,0,13571316.740000002
379,68,100000977,1524,76,20250716,2025-07-16,2025-07-16,102011.35,102011.35,Paid,Good Payer,0,0,13469305.390000002
380,68,100000977,1524,76,20250816,2025-08-16,2025-08-16,102011.35,102011.35,Paid,Good Payer,0,0,13367294.040000003
381,68,100000977,1524,76,20250916,2025-09-16,2025-09-16,102011.35,102011.35,Paid,Good Payer,0,0,13265282.690000003
382,68,100000977,1524,76,20251016,2025-10-16,2025-10-16,102011.35,102011.35,Paid,Good Payer,0,0,13163271.340000004
383,68,100000977,1524,76,20251116,2025-11-16,2025-11-16,102011.35,102011.35,Paid,Good Payer,0,0,13061259.990000004
384,68,100000977,1524,76,20251216,2025-12-16,2025-12-16,102011.35,102011.35,Paid,Good Payer,0,0,12959248.640000004
385,68,100000977,1524,76,20260116,2026-01-16,2026-01-16,102011.35,102011.35,Paid,Good Payer,0,0,12857237.290000005
386,68,100000977,1524,76,20260216,2026-02-16,2026-02-16,102011.35,102011.35,Paid,Good Payer,0,0,12755225.940000005
387,68,100000977,1524,76,20260316,2026-03-16,2026-03-16,102011.35,102011.35,Paid,Good Payer,0,0,12653214.590000005
388,68,100000977,1524,76,20260416,2026-04-16,2026-04-16,102011.35,102011.35,Paid,Good Payer,0,0,12551203.240000006
389,68,100000977,1524,76,20260516,2026-05-16,2026-05-16,102011.35,102011.35,Paid,Good Payer,0,0,12449191.890000006
390,68,100000977,1524,76,20260616,2026-06-16,2026-06-16,102011.35,102011.35,Paid,Good Payer,0,0,12347180.540000007
391,69,100000988,1541,50,20250719,2025-07-19,2025-07-19,8142156.22,8142156.22,Paid,Good Payer,0,0,207123824.29
392,69,100000988,1541,50,20250819,2025-08-19,2025-08-19,8142156.22,8142156.22,Paid,Good Payer,0,0,198981668.07
393,69,100000988,1541,50,20250919,2025-09-19,2025-09-19,8142156.22,8142156.22,Paid,Good Payer,0,0,190839511.85
394,69,100000988,1541,50,20251019,2025-10-19,2025-10-21,8142156.22,8142156.22,Late,Good Payer,0,2,182697355.63
395,69,100000988,1541,50,20251119,2025-11-19,2025-11-19,8142156.22,8142156.22,Paid,Good Payer,0,0,174555199.41
396,69,100000988,1541,50,20251219,2025-12-19,2025-12-19,8142156.22,8142156.22,Paid,Good Payer,0,0,166413043.19
397,69,100000988,1541,50,20260119,2026-01-19,2026-01-19,8142156.22,8142156.22,Paid,Good Payer,0,0,158270886.97
398,69,100000988,1541,50,20260219,2026-02-19,2026-02-19,8142156.22,8142156.22,Paid,Good Payer,0,0,150128730.75
399,69,100000988,1541,50,20260319,2026-03-19,2026-03-19,8142156.22,8142156.22,Paid,Good Payer,0,0,141986574.53
400,69,100000988,1541,50,20260419,2026-04-19,2026-04-19,8142156.22,8142156.22,Paid,Good Payer,0,0,133844418.31
401,69,100000988,1541,50,20260519,2026-05-19,2026-05-19,8142156.22,8142156.22,Paid,Good Payer,0,0,125702262.09
402,69,100000988,1541,50,20260619,2026-06-19,2026-06-19,8142156.22,8142156.22,Paid,Good Payer,0,0,117560105.87
403,70,100001016,1590,137,20250725,2025-07-25,2025-07-25,513029.96,513029.96,Paid,Good Payer,0,0,7680180.05
404,70,100001016,1590,137,20250825,2025-08-25,2025-08-25,513029.96,513029.96,Paid,Good Payer,0,0,7167150.09
405,70,100001016,1590,137,20250925,2025-09-25,2025-09-25,513029.96,513029.96,Paid,Good Payer,0,0,6654120.13
406,70,100001016,1590,137,20251025,2025-10-25,2025-10-25,513029.96,513029.96,Paid,Good Payer,0,0,6141090.17
407,70,100001016,1590,137,20251125,2025-11-25,2025-11-25,513029.96,513029.96,Paid,Good Payer,0,0,5628060.21
408,70,100001016,1590,137,20251225,2025-12-25,2025-12-25,513029.96,513029.96,Paid,Good Payer,0,0,5115030.25
409,70,100001016,1590,137,20260125,2026-01-25,2026-01-25,513029.96,513029.96,Paid,Good Payer,0,0,4602000.29
410,70,100001016,1590,137,20260225,2026-02-25,2026-02-25,513029.96,513029.96,Paid,Good Payer,0,0,4088970.33
411,70,100001016,1590,137,20260325,2026-03-25,2026-03-25,513029.96,513029.96,Paid,Good Payer,0,0,3575940.37
412,70,100001016,1590,137,20260425,2026-04-25,2026-04-25,513029.96,513029.96,Paid,Good Payer,0,0,3062910.41
413,70,100001016,1590,137,20260525,2026-05-25,2026-05-25,513029.96,513029.96,Paid,Good Payer,0,0,2549880.45
414,70,100001016,1590,137,20260625,2026-06-25,2026-06-25,513029.96,513029.96,Paid,Good Payer,0,0,2036850.4900000002
415,72,100001052,1641,64,20250414,2025-04-14,2025-04-14,1504319.12,1504319.12,Paid,Good Payer,0,0,8247271.38
416,72,100001052,1641,64,20250514,2025-05-14,2025-05-14,1504319.12,1504319.12,Paid,Good Payer,0,0,6742952.26
417,72,100001052,1641,64,20250614,2025-06-14,2025-06-14,1504319.12,1504319.12,Paid,Good Payer,0,0,5238633.14
418,72,100001052,1641,64,20250714,2025-07-14,2025-07-14,1504319.12,1504319.12,Paid,Good Payer,0,0,3734314.0199999996
419,72,100001052,1641,64,20250814,2025-08-14,2025-08-14,1504319.12,1504319.12,Paid,Good Payer,0,0,2229994.8999999994
420,72,100001052,1641,64,20250914,2025-09-14,2025-09-14,1504319.12,1504319.12,Paid,Good Payer,0,0,725675.7799999993
421,72,100001052,1641,64,20251014,2025-10-14,2025-10-14,1504319.12,725675.7799999993,Paid,Good Payer,0,0,0.0
422,73,100001063,1655,107,20250916,2025-09-16,2025-09-16,24682224.07,24682224.07,Paid,Good Payer,0,0,239164646.16
423,73,100001063,1655,107,20251016,2025-10-16,2025-10-16,24682224.07,24682224.07,Paid,Good Payer,0,0,214482422.09
424,73,100001063,1655,107,20251116,2025-11-16,2025-11-16,24682224.07,24682224.07,Paid,Good Payer,0,0,189800198.02
425,73,100001063,1655,107,20251216,2025-12-16,2025-12-16,24682224.07,24682224.07,Paid,Good Payer,0,0,165117973.95000002
426,73,100001063,1655,107,20260116,2026-01-16,2026-01-16,24682224.07,24682224.07,Paid,Good Payer,0,0,140435749.88000003
427,73,100001063,1655,107,20260216,2026-02-16,2026-02-16,24682224.07,24682224.07,Paid,Good Payer,0,0,115753525.81000003
428,73,100001063,1655,107,20260316,2026-03-16,2026-03-16,24682224.07,24682224.07,Paid,Good Payer,0,0,91071301.74000004
429,73,100001063,1655,107,20260416,2026-04-16,2026-04-16,24682224.07,24682224.07,Paid,Good Payer,0,0,66389077.67000004
430,73,100001063,1655,107,20260516,2026-05-16,2026-05-16,24682224.07,24682224.07,Paid,Good Payer,0,0,41706853.60000004
431,73,100001063,1655,107,20260616,2026-06-16,2026-06-16,24682224.07,11934538.51,Partial,Good Payer,0,0,29772315.09000004
432,75,100001073,1668,4,20240713,2024-07-13,2024-07-13,842394.5,842394.5,Paid,Good Payer,0,0,25964950.3
433,75,100001073,1668,4,20240813,2024-08-13,2024-08-13,842394.5,842394.5,Paid,Good Payer,0,0,25122555.8
434,75,100001073,1668,4,20240913,2024-09-13,2024-09-13,842394.5,842394.5,Paid,Good Payer,0,0,24280161.3
435,75,100001073,1668,4,20241013,2024-10-13,2024-10-16,842394.5,842394.5,Late,Good Payer,0,3,23437766.8
436,75,100001073,1668,4,20241113,2024-11-13,2024-11-13,842394.5,842394.5,Paid,Good Payer,0,0,22595372.3
437,75,100001073,1668,4,20241213,2024-12-13,2024-12-13,842394.5,842394.5,Paid,Good Payer,0,0,21752977.8
438,75,100001073,1668,4,20250113,2025-01-13,2025-01-13,842394.5,842394.5,Paid,Good Payer,0,0,20910583.3
439,75,100001073,1668,4,20250213,2025-02-13,2025-02-13,842394.5,842394.5,Paid,Good Payer,0,0,20068188.8
440,75,100001073,1668,4,20250313,2025-03-13,2025-03-13,842394.5,842394.5,Paid,Good Payer,0,0,19225794.3
441,75,100001073,1668,4,20250413,2025-04-13,2025-04-13,842394.5,842394.5,Paid,Good Payer,0,0,18383399.8
442,75,100001073,1668,4,20250513,2025-05-13,2025-05-13,842394.5,842394.5,Paid,Good Payer,0,0,17541005.3
