DateKey,Date,Year,Quarter,QuarterName,MonthNumber,MonthName,MonthYear,YearMonthKey,WeekNumber,Day,DayName,FinancialYear,DaysInMonth,MonthEndDate,IsWeekend,IsMonthStart,IsMonthEnd,IsLeapYear
20170406,2017-04-06,2017,2,Q2,4,April,Apr 2017,201704,14,6,Thursday,2017,30,2017-04-30,False,False,False,False
20170407,2017-04-07,2017,2,Q2,4,April,Apr 2017,201704,14,7,Friday,2017,30,2017-04-30,False,False,False,False
20170408,2017-04-08,2017,2,Q2,4,April,Apr 2017,201704,14,8,Saturday,2017,30,2017-04-30,True,False,False,False
20170409,2017-04-09,2017,2,Q2,4,April,Apr 2017,201704,14,9,Sunday,2017,30,2017-04-30,True,False,False,False
20170410,2017-04-10,2017,2,Q2,4,April,Apr 2017,201704,15,10,Monday,2017,30,2017-04-30,False,False,False,False
20170411,2017-04-11,2017,2,Q2,4,April,Apr 2017,201704,15,11,Tuesday,2017,30,2017-04-30,False,False,False,False
20170412,2017-04-12,2017,2,Q2,4,April,Apr 2017,201704,15,12,Wednesday,2017,30,2017-04-30,False,False,False,False
20170413,2017-04-13,2017,2,Q2,4,April,Apr 2017,201704,15,13,Thursday,2017,30,2017-04-30,False,False,False,False
20170414,2017-04-14,2017,2,Q2,4,April,Apr 2017,201704,15,14,Friday,2017,30,2017-04-30,False,False,False,False
20170415,2017-04-15,2017,2,Q2,4,April,Apr 2017,201704,15,15,Saturday,2017,30,2017-04-30,True,False,False,False
20170416,2017-04-16,2017,2,Q2,4,April,Apr 2017,201704,15,16,Sunday,2017,30,2017-04-30,True,False,False,False
20170417,2017-04-17,2017,2,Q2,4,April,Apr 2017,201704,16,17,Monday,2017,30,2017-04-30,False,False,False,False
20170418,2017-04-18,2017,2,Q2,4,April,Apr 2017,201704,16,18,Tuesday,2017,30,2017-04-30,False,False,False,False
20170419,2017-04-19,2017,2,Q2,4,April,Apr 2017,201704,16,19,Wednesday,2017,30,2017-04-30,False,False,False,False
20170420,2017-04-20,2017,2,Q2,4,April,Apr 2017,201704,16,20,Thursday,2017,30,2017-04-30,False,False,False,False
20170421,2017-04-21,2017,2,Q2,4,April,Apr 2017,201704,16,21,Friday,2017,30,2017-04-30,False,False,False,False
20170422,2017-04-22,2017,2,Q2,4,April,Apr 2017,201704,16,22,Saturday,2017,30,2017-04-30,True,False,False,False
20170423,2017-04-23,2017,2,Q2,4,April,Apr 2017,201704,16,23,Sunday,2017,30,2017-04-30,True,False,False,False
20170424,2017-04-24,2017,2,Q2,4,April,Apr 2017,201704,17,24,Monday,2017,30,2017-04-30,False,False,False,False
20170425,2017-04-25,2017,2,Q2,4,April,Apr 2017,201704,17,25,Tuesday,2017,30,2017-04-30,False,False,False,False
20170426,2017-04-26,2017,2,Q2,4,April,Apr 2017,201704,17,26,Wednesday,2017,30,2017-04-30,False,False,False,False
20170427,2017-04-27,2017,2,Q2,4,April,Apr 2017,201704,17,27,Thursday,2017,30,2017-04-30,False,False,False,False
20170428,2017-04-28,2017,2,Q2,4,April,Apr 2017,201704,17,28,Friday,2017,30,2017-04-30,False,False,False,False
20170429,2017-04-29,2017,2,Q2,4,April,Apr 2017,201704,17,29,Saturday,2017,30,2017-04-30,True,False,False,False
20170430,2017-04-30,2017,2,Q2,4,April,Apr 2017,201704,17,30,Sunday,2017,30,2017-04-30,True,False,True,False
20170501,2017-05-01,2017,2,Q2,5,May,May 2017,201705,18,1,Monday,2017,31,2017-05-31,False,True,False,False
20170502,2017-05-02,2017,2,Q2,5,May,May 2017,201705,18,2,Tuesday,2017,31,2017-05-31,False,False,False,False
20170503,2017-05-03,2017,2,Q2,5,May,May 2017,201705,18,3,Wednesday,2017,31,2017-05-31,False,False,False,False
20170504,2017-05-04,2017,2,Q2,5,May,May 2017,201705,18,4,Thursday,2017,31,2017-05-31,False,False,False,False
20170505,2017-05-05,2017,2,Q2,5,May,May 2017,201705,18,5,Friday,2017,31,2017-05-31,False,False,False,False
20170506,2017-05-06,2017,2,Q2,5,May,May 2017,201705,18,6,Saturday,2017,31,2017-05-31,True,False,False,False
20170507,2017-05-07,2017,2,Q2,5,May,May 2017,201705,18,7,Sunday,2017,31,2017-05-31,True,False,False,False
20170508,2017-05-08,2017,2,Q2,5,May,May 2017,201705,19,8,Monday,2017,31,2017-05-31,False,False,False,False
20170509,2017-05-09,2017,2,Q2,5,May,May 2017,201705,19,9,Tuesday,2017,31,2017-05-31,False,False,False,False
20170510,2017-05-10,2017,2,Q2,5,May,May 2017,201705,19,10,Wednesday,2017,31,2017-05-31,False,False,False,False
20170511,2017-05-11,2017,2,Q2,5,May,May 2017,201705,19,11,Thursday,2017,31,2017-05-31,False,False,False,False
20170512,2017-05-12,2017,2,Q2,5,May,May 2017,201705,19,12,Friday,2017,31,2017-05-31,False,False,False,False
20170513,2017-05-13,2017,2,Q2,5,May,May 2017,201705,19,13,Saturday,2017,31,2017-05-31,True,False,False,False
20170514,2017-05-14,2017,2,Q2,5,May,May 2017,201705,19,14,Sunday,2017,31,2017-05-31,True,False,False,False
20170515,2017-05-15,2017,2,Q2,5,May,May 2017,201705,20,15,Monday,2017,31,2017-05-31,False,False,False,False
20170516,2017-05-16,2017,2,Q2,5,May,May 2017,201705,20,16,Tuesday,2017,31,2017-05-31,False,False,False,False
20170517,2017-05-17,2017,2,Q2,5,May,May 2017,201705,20,17,Wednesday,2017,31,2017-05-31,False,False,False,False
20170518,2017-05-18,2017,2,Q2,5,May,May 2017,201705,20,18,Thursday,2017,31,2017-05-31,False,False,False,False
20170519,2017-05-19,2017,2,Q2,5,May,May 2017,201705,20,19,Friday,2017,31,2017-05-31,False,False,False,False
20170520,2017-05-20,2017,2,Q2,5,May,May 2017,201705,20,20,Saturday,2017,31,2017-05-31,True,False,False,False
20170521,2017-05-21,2017,2,Q2,5,May,May 2017,201705,20,21,Sunday,2017,31,2017-05-31,True,False,False,False
20170522,2017-05-22,2017,2,Q2,5,May,May 2017,201705,21,22,Monday,2017,31,2017-05-31,False,False,False,False
20170523,2017-05-23,2017,2,Q2,5,May,May 2017,201705,21,23,Tuesday,2017,31,2017-05-31,False,False,False,False
20170524,2017-05-24,2017,2,Q2,5,May,May 2017,201705,21,24,Wednesday,2017,31,2017-05-31,False,False,False,False
20170525,2017-05-25,2017,2,Q2,5,May,May 2017,201705,21,25,Thursday,2017,31,2017-05-31,False,False,False,False
20170526,2017-05-26,2017,2,Q2,5,May,May 2017,201705,21,26,Friday,2017,31,2017-05-31,False,False,False,False
20170527,2017-05-27,2017,2,Q2,5,May,May 2017,201705,21,27,Saturday,2017,31,2017-05-31,True,False,False,False
20170528,2017-05-28,2017,2,Q2,5,May,May 2017,201705,21,28,Sunday,2017,31,2017-05-31,True,False,False,False
20170529,2017-05-29,2017,2,Q2,5,May,May 2017,201705,22,29,Monday,2017,31,2017-05-31,False,False,False,False
20170530,2017-05-30,2017,2,Q2,5,May,May 2017,201705,22,30,Tuesday,2017,31,2017-05-31,False,False,False,False
20170531,2017-05-31,2017,2,Q2,5,May,May 2017,201705,22,31,Wednesday,2017,31,2017-05-31,False,False,True,False
20170601,2017-06-01,2017,2,Q2,6,June,Jun 2017,201706,22,1,Thursday,2017,30,2017-06-30,False,True,False,False
20170602,2017-06-02,2017,2,Q2,6,June,Jun 2017,201706,22,2,Friday,2017,30,2017-06-30,False,False,False,False
20170603,2017-06-03,2017,2,Q2,6,June,Jun 2017,201706,22,3,Saturday,2017,30,2017-06-30,True,False,False,False
20170604,2017-06-04,2017,2,Q2,6,June,Jun 2017,201706,22,4,Sunday,2017,30,2017-06-30,True,False,False,False
20170605,2017-06-05,2017,2,Q2,6,June,Jun 2017,201706,23,5,Monday,2017,30,2017-06-30,False,False,False,False
20170606,2017-06-06,2017,2,Q2,6,June,Jun 2017,201706,23,6,Tuesday,2017,30,2017-06-30,False,False,False,False
20170607,2017-06-07,2017,2,Q2,6,June,Jun 2017,201706,23,7,Wednesday,2017,30,2017-06-30,False,False,False,False
20170608,2017-06-08,2017,2,Q2,6,June,Jun 2017,201706,23,8,Thursday,2017,30,2017-06-30,False,False,False,False
20170609,2017-06-09,2017,2,Q2,6,June,Jun 2017,201706,23,9,Friday,2017,30,2017-06-30,False,False,False,False
20170610,2017-06-10,2017,2,Q2,6,June,Jun 2017,201706,23,10,Saturday,2017,30,2017-06-30,True,False,False,False
20170611,2017-06-11,2017,2,Q2,6,June,Jun 2017,201706,23,11,Sunday,2017,30,2017-06-30,True,False,False,False
20170612,2017-06-12,2017,2,Q2,6,June,Jun 2017,201706,24,12,Monday,2017,30,2017-06-30,False,False,False,False
20170613,2017-06-13,2017,2,Q2,6,June,Jun 2017,201706,24,13,Tuesday,2017,30,2017-06-30,False,False,False,False
20170614,2017-06-14,2017,2,Q2,6,June,Jun 2017,201706,24,14,Wednesday,2017,30,2017-06-30,False,False,False,False
20170615,2017-06-15,2017,2,Q2,6,June,Jun 2017,201706,24,15,Thursday,2017,30,2017-06-30,False,False,False,False
20170616,2017-06-16,2017,2,Q2,6,June,Jun 2017,201706,24,16,Friday,2017,30,2017-06-30,False,False,False,False
20170617,2017-06-17,2017,2,Q2,6,June,Jun 2017,201706,24,17,Saturday,2017,30,2017-06-30,True,False,False,False
20170618,2017-06-18,2017,2,Q2,6,June,Jun 2017,201706,24,18,Sunday,2017,30,2017-06-30,True,False,False,False
20170619,2017-06-19,2017,2,Q2,6,June,Jun 2017,201706,25,19,Monday,2017,30,2017-06-30,False,False,False,False
20170620,2017-06-20,2017,2,Q2,6,June,Jun 2017,201706,25,20,Tuesday,2017,30,2017-06-30,False,False,False,False
20170621,2017-06-21,2017,2,Q2,6,June,Jun 2017,201706,25,21,Wednesday,2017,30,2017-06-30,False,False,False,False
20170622,2017-06-22,2017,2,Q2,6,June,Jun 2017,201706,25,22,Thursday,2017,30,2017-06-30,False,False,False,False
20170623,2017-06-23,2017,2,Q2,6,June,Jun 2017,201706,25,23,Friday,2017,30,2017-06-30,False,False,False,False
20170624,2017-06-24,2017,2,Q2,6,June,Jun 2017,201706,25,24,Saturday,2017,30,2017-06-30,True,False,False,False
20170625,2017-06-25,2017,2,Q2,6,June,Jun 2017,201706,25,25,Sunday,2017,30,2017-06-30,True,False,False,False
20170626,2017-06-26,2017,2,Q2,6,June,Jun 2017,201706,26,26,Monday,2017,30,2017-06-30,False,False,False,False
20170627,2017-06-27,2017,2,Q2,6,June,Jun 2017,201706,26,27,Tuesday,2017,30,2017-06-30,False,False,False,False
20170628,2017-06-28,2017,2,Q2,6,June,Jun 2017,201706,26,28,Wednesday,2017,30,2017-06-30,False,False,False,False
20170629,2017-06-29,2017,2,Q2,6,June,Jun 2017,201706,26,29,Thursday,2017,30,2017-06-30,False,False,False,False
20170630,2017-06-30,2017,2,Q2,6,June,Jun 2017,201706,26,30,Friday,2017,30,2017-06-30,False,False,True,False
20170701,2017-07-01,2017,3,Q3,7,July,Jul 2017,201707,26,1,Saturday,2017,31,2017-07-31,True,True,False,False
20170702,2017-07-02,2017,3,Q3,7,July,Jul 2017,201707,26,2,Sunday,2017,31,2017-07-31,True,False,False,False
20170703,2017-07-03,2017,3,Q3,7,July,Jul 2017,201707,27,3,Monday,2017,31,2017-07-31,False,False,False,False
20170704,2017-07-04,2017,3,Q3,7,July,Jul 2017,201707,27,4,Tuesday,2017,31,2017-07-31,False,False,False,False
20170705,2017-07-05,2017,3,Q3,7,July,Jul 2017,201707,27,5,Wednesday,2017,31,2017-07-31,False,False,False,False
20170706,2017-07-06,2017,3,Q3,7,July,Jul 2017,201707,27,6,Thursday,2017,31,2017-07-31,False,False,False,False
20170707,2017-07-07,2017,3,Q3,7,July,Jul 2017,201707,27,7,Friday,2017,31,2017-07-31,False,False,False,False
20170708,2017-07-08,2017,3,Q3,7,July,Jul 2017,201707,27,8,Saturday,2017,31,2017-07-31,True,False,False,False
20170709,2017-07-09,2017,3,Q3,7,July,Jul 2017,201707,27,9,Sunday,2017,31,2017-07-31,True,False,False,False
20170710,2017-07-10,2017,3,Q3,7,July,Jul 2017,201707,28,10,Monday,2017,31,2017-07-31,False,False,False,False
20170711,2017-07-11,2017,3,Q3,7,July,Jul 2017,201707,28,11,Tuesday,2017,31,2017-07-31,False,False,False,False
20170712,2017-07-12,2017,3,Q3,7,July,Jul 2017,201707,28,12,Wednesday,2017,31,2017-07-31,False,False,False,False
20170713,2017-07-13,2017,3,Q3,7,July,Jul 2017,201707,28,13,Thursday,2017,31,2017-07-31,False,False,False,False
20170714,2017-07-14,2017,3,Q3,7,July,Jul 2017,201707,28,14,Friday,2017,31,2017-07-31,False,False,False,False
20170715,2017-07-15,2017,3,Q3,7,July,Jul 2017,201707,28,15,Saturday,2017,31,2017-07-31,True,False,False,False
20170716,2017-07-16,2017,3,Q3,7,July,Jul 2017,201707,28,16,Sunday,2017,31,2017-07-31,True,False,False,False
20170717,2017-07-17,2017,3,Q3,7,July,Jul 2017,201707,29,17,Monday,2017,31,2017-07-31,False,False,False,False
20170718,2017-07-18,2017,3,Q3,7,July,Jul 2017,201707,29,18,Tuesday,2017,31,2017-07-31,False,False,False,False
20170719,2017-07-19,2017,3,Q3,7,July,Jul 2017,201707,29,19,Wednesday,2017,31,2017-07-31,False,False,False,False
20170720,2017-07-20,2017,3,Q3,7,July,Jul 2017,201707,29,20,Thursday,2017,31,2017-07-31,False,False,False,False
20170721,2017-07-21,2017,3,Q3,7,July,Jul 2017,201707,29,21,Friday,2017,31,2017-07-31,False,False,False,False
20170722,2017-07-22,2017,3,Q3,7,July,Jul 2017,201707,29,22,Saturday,2017,31,2017-07-31,True,False,False,False
20170723,2017-07-23,2017,3,Q3,7,July,Jul 2017,201707,29,23,Sunday,2017,31,2017-07-31,True,False,False,False
20170724,2017-07-24,2017,3,Q3,7,July,Jul 2017,201707,30,24,Monday,2017,31,2017-07-31,False,False,False,False
20170725,2017-07-25,2017,3,Q3,7,July,Jul 2017,201707,30,25,Tuesday,2017,31,2017-07-31,False,False,False,False
20170726,2017-07-26,2017,3,Q3,7,July,Jul 2017,201707,30,26,Wednesday,2017,31,2017-07-31,False,False,False,False
20170727,2017-07-27,2017,3,Q3,7,July,Jul 2017,201707,30,27,Thursday,2017,31,2017-07-31,False,False,False,False
20170728,2017-07-28,2017,3,Q3,7,July,Jul 2017,201707,30,28,Friday,2017,31,2017-07-31,False,False,False,False
20170729,2017-07-29,2017,3,Q3,7,July,Jul 2017,201707,30,29,Saturday,2017,31,2017-07-31,True,False,False,False
20170730,2017-07-30,2017,3,Q3,7,July,Jul 2017,201707,30,30,Sunday,2017,31,2017-07-31,True,False,False,False
20170731,2017-07-31,2017,3,Q3,7,July,Jul 2017,201707,31,31,Monday,2017,31,2017-07-31,False,False,True,False
20170801,2017-08-01,2017,3,Q3,8,August,Aug 2017,201708,31,1,Tuesday,2017,31,2017-08-31,False,True,False,False
20170802,2017-08-02,2017,3,Q3,8,August,Aug 2017,201708,31,2,Wednesday,2017,31,2017-08-31,False,False,False,False
20170803,2017-08-03,2017,3,Q3,8,August,Aug 2017,201708,31,3,Thursday,2017,31,2017-08-31,False,False,False,False
20170804,2017-08-04,2017,3,Q3,8,August,Aug 2017,201708,31,4,Friday,2017,31,2017-08-31,False,False,False,False
20170805,2017-08-05,2017,3,Q3,8,August,Aug 2017,201708,31,5,Saturday,2017,31,2017-08-31,True,False,False,False
20170806,2017-08-06,2017,3,Q3,8,August,Aug 2017,201708,31,6,Sunday,2017,31,2017-08-31,True,False,False,False
20170807,2017-08-07,2017,3,Q3,8,August,Aug 2017,201708,32,7,Monday,2017,31,2017-08-31,False,False,False,False
20170808,2017-08-08,2017,3,Q3,8,August,Aug 2017,201708,32,8,Tuesday,2017,31,2017-08-31,False,False,False,False
20170809,2017-08-09,2017,3,Q3,8,August,Aug 2017,201708,32,9,Wednesday,2017,31,2017-08-31,False,False,False,False
20170810,2017-08-10,2017,3,Q3,8,August,Aug 2017,201708,32,10,Thursday,2017,31,2017-08-31,False,False,False,False
20170811,2017-08-11,2017,3,Q3,8,August,Aug 2017,201708,32,11,Friday,2017,31,2017-08-31,False,False,False,False
20170812,2017-08-12,2017,3,Q3,8,August,Aug 2017,201708,32,12,Saturday,2017,31,2017-08-31,True,False,False,False
20170813,2017-08-13,2017,3,Q3,8,August,Aug 2017,201708,32,13,Sunday,2017,31,2017-08-31,True,False,False,False
20170814,2017-08-14,2017,3,Q3,8,August,Aug 2017,201708,33,14,Monday,2017,31,2017-08-31,False,False,False,False
20170815,2017-08-15,2017,3,Q3,8,August,Aug 2017,201708,33,15,Tuesday,2017,31,2017-08-31,False,False,False,False
20170816,2017-08-16,2017,3,Q3,8,August,Aug 2017,201708,33,16,Wednesday,2017,31,2017-08-31,False,False,False,False
20170817,2017-08-17,2017,3,Q3,8,August,Aug 2017,201708,33,17,Thursday,2017,31,2017-08-31,False,False,False,False
20170818,2017-08-18,2017,3,Q3,8,August,Aug 2017,201708,33,18,Friday,2017,31,2017-08-31,False,False,False,False
20170819,2017-08-19,2017,3,Q3,8,August,Aug 2017,201708,33,19,Saturday,2017,31,2017-08-31,True,False,False,False
20170820,2017-08-20,2017,3,Q3,8,August,Aug 2017,201708,33,20,Sunday,2017,31,2017-08-31,True,False,False,False
20170821,2017-08-21,2017,3,Q3,8,August,Aug 2017,201708,34,21,Monday,2017,31,2017-08-31,False,False,False,False
20170822,2017-08-22,2017,3,Q3,8,August,Aug 2017,201708,34,22,Tuesday,2017,31,2017-08-31,False,False,False,False
20170823,2017-08-23,2017,3,Q3,8,August,Aug 2017,201708,34,23,Wednesday,2017,31,2017-08-31,False,False,False,False
20170824,2017-08-24,2017,3,Q3,8,August,Aug 2017,201708,34,24,Thursday,2017,31,2017-08-31,False,False,False,False
20170825,2017-08-25,2017,3,Q3,8,August,Aug 2017,201708,34,25,Friday,2017,31,2017-08-31,False,False,False,False
20170826,2017-08-26,2017,3,Q3,8,August,Aug 2017,201708,34,26,Saturday,2017,31,2017-08-31,True,False,False,False
20170827,2017-08-27,2017,3,Q3,8,August,Aug 2017,201708,34,27,Sunday,2017,31,2017-08-31,True,False,False,False
20170828,2017-08-28,2017,3,Q3,8,August,Aug 2017,201708,35,28,Monday,2017,31,2017-08-31,False,False,False,False
20170829,2017-08-29,2017,3,Q3,8,August,Aug 2017,201708,35,29,Tuesday,2017,31,2017-08-31,False,False,False,False
20170830,2017-08-30,2017,3,Q3,8,August,Aug 2017,201708,35,30,Wednesday,2017,31,2017-08-31,False,False,False,False
20170831,2017-08-31,2017,3,Q3,8,August,Aug 2017,201708,35,31,Thursday,2017,31,2017-08-31,False,False,True,False
20170901,2017-09-01,2017,3,Q3,9,September,Sep 2017,201709,35,1,Friday,2017,30,2017-09-30,False,True,False,False
20170902,2017-09-02,2017,3,Q3,9,September,Sep 2017,201709,35,2,Saturday,2017,30,2017-09-30,True,False,False,False
20170903,2017-09-03,2017,3,Q3,9,September,Sep 2017,201709,35,3,Sunday,2017,30,2017-09-30,True,False,False,False
20170904,2017-09-04,2017,3,Q3,9,September,Sep 2017,201709,36,4,Monday,2017,30,2017-09-30,False,False,False,False
20170905,2017-09-05,2017,3,Q3,9,September,Sep 2017,201709,36,5,Tuesday,2017,30,2017-09-30,False,False,False,False
20170906,2017-09-06,2017,3,Q3,9,September,Sep 2017,201709,36,6,Wednesday,2017,30,2017-09-30,False,False,False,False
20170907,2017-09-07,2017,3,Q3,9,September,Sep 2017,201709,36,7,Thursday,2017,30,2017-09-30,False,False,False,False
20170908,2017-09-08,2017,3,Q3,9,September,Sep 2017,201709,36,8,Friday,2017,30,2017-09-30,False,False,False,False
20170909,2017-09-09,2017,3,Q3,9,September,Sep 2017,201709,36,9,Saturday,2017,30,2017-09-30,True,False,False,False
20170910,2017-09-10,2017,3,Q3,9,September,Sep 2017,201709,36,10,Sunday,2017,30,2017-09-30,True,False,False,False
20170911,2017-09-11,2017,3,Q3,9,September,Sep 2017,201709,37,11,Monday,2017,30,2017-09-30,False,False,False,False
20170912,2017-09-12,2017,3,Q3,9,September,Sep 2017,201709,37,12,Tuesday,2017,30,2017-09-30,False,False,False,False
20170913,2017-09-13,2017,3,Q3,9,September,Sep 2017,201709,37,13,Wednesday,2017,30,2017-09-30,False,False,False,False
20170914,2017-09-14,2017,3,Q3,9,September,Sep 2017,201709,37,14,Thursday,2017,30,2017-09-30,False,False,False,False
20170915,2017-09-15,2017,3,Q3,9,September,Sep 2017,201709,37,15,Friday,2017,30,2017-09-30,False,False,False,False
20170916,2017-09-16,2017,3,Q3,9,September,Sep 2017,201709,37,16,Saturday,2017,30,2017-09-30,True,False,False,False
20170917,2017-09-17,2017,3,Q3,9,September,Sep 2017,201709,37,17,Sunday,2017,30,2017-09-30,True,False,False,False
20170918,2017-09-18,2017,3,Q3,9,September,Sep 2017,201709,38,18,Monday,2017,30,2017-09-30,False,False,False,False
20170919,2017-09-19,2017,3,Q3,9,September,Sep 2017,201709,38,19,Tuesday,2017,30,2017-09-30,False,False,False,False
20170920,2017-09-20,2017,3,Q3,9,September,Sep 2017,201709,38,20,Wednesday,2017,30,2017-09-30,False,False,False,False
20170921,2017-09-21,2017,3,Q3,9,September,Sep 2017,201709,38,21,Thursday,2017,30,2017-09-30,False,False,False,False
20170922,2017-09-22,2017,3,Q3,9,September,Sep 2017,201709,38,22,Friday,2017,30,2017-09-30,False,False,False,False
20170923,2017-09-23,2017,3,Q3,9,September,Sep 2017,201709,38,23,Saturday,2017,30,2017-09-30,True,False,False,False
20170924,2017-09-24,2017,3,Q3,9,September,Sep 2017,201709,38,24,Sunday,2017,30,2017-09-30,True,False,False,False
20170925,2017-09-25,2017,3,Q3,9,September,Sep 2017,201709,39,25,Monday,2017,30,2017-09-30,False,False,False,False
20170926,2017-09-26,2017,3,Q3,9,September,Sep 2017,201709,39,26,Tuesday,2017,30,2017-09-30,False,False,False,False
20170927,2017-09-27,2017,3,Q3,9,September,Sep 2017,201709,39,27,Wednesday,2017,30,2017-09-30,False,False,False,False
20170928,2017-09-28,2017,3,Q3,9,September,Sep 2017,201709,39,28,Thursday,2017,30,2017-09-30,False,False,False,False
20170929,2017-09-29,2017,3,Q3,9,September,Sep 2017,201709,39,29,Friday,2017,30,2017-09-30,False,False,False,False
20170930,2017-09-30,2017,3,Q3,9,September,Sep 2017,201709,39,30,Saturday,2017,30,2017-09-30,True,False,True,False
20171001,2017-10-01,2017,4,Q4,10,October,Oct 2017,201710,39,1,Sunday,2017,31,2017-10-31,True,True,False,False
20171002,2017-10-02,2017,4,Q4,10,October,Oct 2017,201710,40,2,Monday,2017,31,2017-10-31,False,False,False,False
20171003,2017-10-03,2017,4,Q4,10,October,Oct 2017,201710,40,3,Tuesday,2017,31,2017-10-31,False,False,False,False
20171004,2017-10-04,2017,4,Q4,10,October,Oct 2017,201710,40,4,Wednesday,2017,31,2017-10-31,False,False,False,False
20171005,2017-10-05,2017,4,Q4,10,October,Oct 2017,201710,40,5,Thursday,2017,31,2017-10-31,False,False,False,False
20171006,2017-10-06,2017,4,Q4,10,October,Oct 2017,201710,40,6,Friday,2017,31,2017-10-31,False,False,False,False
20171007,2017-10-07,2017,4,Q4,10,October,Oct 2017,201710,40,7,Saturday,2017,31,2017-10-31,True,False,False,False
20171008,2017-10-08,2017,4,Q4,10,October,Oct 2017,201710,40,8,Sunday,2017,31,2017-10-31,True,False,False,False
20171009,2017-10-09,2017,4,Q4,10,October,Oct 2017,201710,41,9,Monday,2017,31,2017-10-31,False,False,False,False
20171010,2017-10-10,2017,4,Q4,10,October,Oct 2017,201710,41,10,Tuesday,2017,31,2017-10-31,False,False,False,False
20171011,2017-10-11,2017,4,Q4,10,October,Oct 2017,201710,41,11,Wednesday,2017,31,2017-10-31,False,False,False,False
20171012,2017-10-12,2017,4,Q4,10,October,Oct 2017,201710,41,12,Thursday,2017,31,2017-10-31,False,False,False,False
20171013,2017-10-13,2017,4,Q4,10,October,Oct 2017,201710,41,13,Friday,2017,31,2017-10-31,False,False,False,False
20171014,2017-10-14,2017,4,Q4,10,October,Oct 2017,201710,41,14,Saturday,2017,31,2017-10-31,True,False,False,False
20171015,2017-10-15,2017,4,Q4,10,October,Oct 2017,201710,41,15,Sunday,2017,31,2017-10-31,True,False,False,False
20171016,2017-10-16,2017,4,Q4,10,October,Oct 2017,201710,42,16,Monday,2017,31,2017-10-31,False,False,False,False
20171017,2017-10-17,2017,4,Q4,10,October,Oct 2017,201710,42,17,Tuesday,2017,31,2017-10-31,False,False,False,False
20171018,2017-10-18,2017,4,Q4,10,October,Oct 2017,201710,42,18,Wednesday,2017,31,2017-10-31,False,False,False,False
20171019,2017-10-19,2017,4,Q4,10,October,Oct 2017,201710,42,19,Thursday,2017,31,2017-10-31,False,False,False,False
20171020,2017-10-20,2017,4,Q4,10,October,Oct 2017,201710,42,20,Friday,2017,31,2017-10-31,False,False,False,False
20171021,2017-10-21,2017,4,Q4,10,October,Oct 2017,201710,42,21,Saturday,2017,31,2017-10-31,True,False,False,False
20171022,2017-10-22,2017,4,Q4,10,October,Oct 2017,201710,42,22,Sunday,2017,31,2017-10-31,True,False,False,False
20171023,2017-10-23,2017,4,Q4,10,October,Oct 2017,201710,43,23,Monday,2017,31,2017-10-31,False,False,False,False
20171024,2017-10-24,2017,4,Q4,10,October,Oct 2017,201710,43,24,Tuesday,2017,31,2017-10-31,False,False,False,False
20171025,2017-10-25,2017,4,Q4,10,October,Oct 2017,201710,43,25,Wednesday,2017,31,2017-10-31,False,False,False,False
20171026,2017-10-26,2017,4,Q4,10,October,Oct 2017,201710,43,26,Thursday,2017,31,2017-10-31,False,False,False,False
20171027,2017-10-27,2017,4,Q4,10,October,Oct 2017,201710,43,27,Friday,2017,31,2017-10-31,False,False,False,False
20171028,2017-10-28,2017,4,Q4,10,October,Oct 2017,201710,43,28,Saturday,2017,31,2017-10-31,True,False,False,False
20171029,2017-10-29,2017,4,Q4,10,October,Oct 2017,201710,43,29,Sunday,2017,31,2017-10-31,True,False,False,False
20171030,2017-10-30,2017,4,Q4,10,October,Oct 2017,201710,44,30,Monday,2017,31,2017-10-31,False,False,False,False
20171031,2017-10-31,2017,4,Q4,10,October,Oct 2017,201710,44,31,Tuesday,2017,31,2017-10-31,False,False,True,False
20171101,2017-11-01,2017,4,Q4,11,November,Nov 2017,201711,44,1,Wednesday,2017,30,2017-11-30,False,True,False,False
20171102,2017-11-02,2017,4,Q4,11,November,Nov 2017,201711,44,2,Thursday,2017,30,2017-11-30,False,False,False,False
20171103,2017-11-03,2017,4,Q4,11,November,Nov 2017,201711,44,3,Friday,2017,30,2017-11-30,False,False,False,False
20171104,2017-11-04,2017,4,Q4,11,November,Nov 2017,201711,44,4,Saturday,2017,30,2017-11-30,True,False,False,False
20171105,2017-11-05,2017,4,Q4,11,November,Nov 2017,201711,44,5,Sunday,2017,30,2017-11-30,True,False,False,False
20171106,2017-11-06,2017,4,Q4,11,November,Nov 2017,201711,45,6,Monday,2017,30,2017-11-30,False,False,False,False
20171107,2017-11-07,2017,4,Q4,11,November,Nov 2017,201711,45,7,Tuesday,2017,30,2017-11-30,False,False,False,False
20171108,2017-11-08,2017,4,Q4,11,November,Nov 2017,201711,45,8,Wednesday,2017,30,2017-11-30,False,False,False,False
20171109,2017-11-09,2017,4,Q4,11,November,Nov 2017,201711,45,9,Thursday,2017,30,2017-11-30,False,False,False,False
20171110,2017-11-10,2017,4,Q4,11,November,Nov 2017,201711,45,10,Friday,2017,30,2017-11-30,False,False,False,False
20171111,2017-11-11,2017,4,Q4,11,November,Nov 2017,201711,45,11,Saturday,2017,30,2017-11-30,True,False,False,False
20171112,2017-11-12,2017,4,Q4,11,November,Nov 2017,201711,45,12,Sunday,2017,30,2017-11-30,True,False,False,False
